	seq_id	image_id	image_path	image_cat	image_subcat	d1	d2	d3	d4	d5
4743	4743	20171	training/y/youth_hostel/ADE_train_00020171.jpg	youth_hostel		This is a small sleeping area.	There is a single bed with white sheets.	There is a single white pillow.	There is a chair with a white towel on it.	There is a black cabinet.
4744	4744	11190	training/l/living_room/ADE_train_00011190.jpg	living_room		This is a living room.	There is a white fireplace.	There is a silver framed mirror above the fireplace.	There is a white couch and loveseat.	There is a white and red rug over a hardwood floor.
4745	4745	3282	training/b/bedroom/ADE_train_00003282.jpg	bedroom		This is a living room shot with a bedroom visible through a doorway.	Both rooms have hardwood floors.	There is a black rug in front of the couch.	There is a square end table next to the couch.	There is a white nightstand in the bedroom.
4746	4746	3306	training/b/bedroom/ADE_train_00003306.jpg	bedroom		This is a picture of a very fancy bedroom with a large opening to outside.	Outside of the bedroom you can see a hot tub under a frame.	This bedroom has large tan curtains that are lighter on the very bottom.	There is a leafless tree in a black vase in the corner of the room.	The wooden framed bed has white bedding with shiny accent pillows.
4747	4747	101159	validation/b/bedroom/ADE_val_00001159.jpg	bedroom		This is a bedroom with a four post bed in the center.	Curtains hang from each corner of the bed.	There is a blue bedspread on the bed that sits on the far wall.	There is a side table on each side of the bed.	A white lamp sits on the table to the left of the bed.
4748	4748	3761	training/b/bedroom/ADE_train_00003761.jpg	bedroom		This is a bedroom that has a white platform bed in the center.	There is a light tile floor and an area rug sits under the bed.	There is a side table on each side of the bed with a lamp.	There are two large arched floor to ceiling windows on the right side of the bed.	There is a small white backless couch sitting in front of the windows.
4749	4749	462	training/b/bedroom/ADE_train_00000462.jpg	bedroom		This bedroom has a medium brown hardwood floor.	There is a bed in the center of the room with a brass bedframe.	There is a side table on the left side of the bed with a metal lamp on it.	There are two small windows on each side of the bed.	A larger table sits against the far wall in front of a larger window.
4750	4750	3352	training/b/bedroom/ADE_train_00003352.jpg	bedroom		This is a bedroom painted light blue with a small twin bed in it.	There is a window above the bed, which has a brown comforter.	There is a small table sitting to the left of the bed.	There is a white desk on the left side of the room.	There is a small shelf hanging on the wall to the right of the bed.
4751	4751	4117	training/b/bedroom/ADE_train_00004117.jpg	bedroom		This is a bedroom that has a light carpet floor.	There is a green area rug under the bed, which has a red plaid bed spread.	The headboard and footboard are rounded.	There is a picture hanging over the head of the bed.	The door is on the far wall and is open to the hallway.
4752	4752	2890	training/b/bathroom/ADE_train_00002890.jpg	bathroom		There's a bath tub with pink walls above it.	There's a window over the tub and the curtains hang down to about 16 inches above the tub	There is wall paper with stripes and some other items in the pattern.	A tiny sink is next to the tub.	There is a towel bar with two small towels on it over the tub's faucet.
4753	4753	6910	training/d/dining_room/ADE_train_00006910.jpg	dining_room		It's a dining room with one ark red wall.	The dining set is mission style in a medium wood stain. There is striped upholstery on the cushioned chairs..	There is a bay window with white trim overlooking tall plants in the garden.	There is a pair of uplight wall scones, one on each side of the window.	There is a large off-white area rug with a burgundy border, burgundy and dark blue design. The pattern is made up of little carpet motifs. I see an oriental carpet, a willow tree pattern.
4754	4754	3906	training/b/bedroom/ADE_train_00003906.jpg	bedroom		This is a very nice bedroom.	The bed is quite large.	There is a white bedspread on the bed with several pillows.	No one is present in the bedroom.	There is a large striped chair in the corner.
4755	4755	396	training/b/bedroom/ADE_train_00000396.jpg	bedroom		small bedroom	country style furniture	looks to be an attic or upper floor looking at the ceiling	floors are dark wood and there is a large circular rug on the floor	there are 2 small windows
4756	4756	3672	training/b/bedroom/ADE_train_00003672.jpg	bedroom		This looks like a child's bedroom.	The bed is quite small for a very young child.	The small bed has a mostly pink bedspread.	there is a scenery painting on the wall.	There is a small window with no curtains.
4757	4757	101144	validation/b/bedroom/ADE_val_00001144.jpg	bedroom		The bed has a big headboard that looks like it is made out of sticks.	There are three windows in the room one on each side of the bed and one to the right of the bed.	There is a end table on each side of the bed and each has a lamp on it	There is a chair on the right side of the bed in the corner	the bed has a white comforter and a brown sheet and two brown pillows
4758	4758	3580	training/b/bedroom/ADE_train_00003580.jpg	bedroom		The bedroom has a large wooden window and a door to the outside	The bed has a wooden headboard and footboard with scrolling work in it.	There is a big armorie at the foot of the bed	There is a chair and lamp in the left corner of room by the window.	The beadpread has leaves on it and there are blue pillows on the bed
4759	4759	6939	training/d/dining_room/ADE_train_00006939.jpg	dining_room		looks like a large family room	there's a fireplace	Lots of windows, it's very bright	there's a picnic table with place settings	the floor is wood
4760	4760	3985	training/b/bedroom/ADE_train_00003985.jpg	bedroom		There is a gold lamp that is on in the right corner of the room	a bed with a headboard and posts is to teh left	It looks as if it is hotel bedding on the bed	there is a picture on the right hand wall	there is a dark tan carpet.
4761	4761	3256	training/b/bedroom/ADE_train_00003256.jpg	bedroom		A bedroom with a bright pink bed spread	Yellow walls with three pictures framed above the bed	There is a wood headboard which matched two nightstands on either side of the bed	two small lamps are on the night stands	On the far right a window/archway can be seen.
4762	4762	3227	training/b/bedroom/ADE_train_00003227.jpg	bedroom		A bedroom with wooden walls	the ceiling slopes down towards the head of the bed	the bedding is light in color with two small pillows	you can see slightly into the hall	there is a small lamp to the left of the bed.
4763	4763	10270	training/k/kitchen/ADE_train_00010270.jpg	kitchen		A view into the kitchen over a bar with two stools with a back	there is high cabinetry made of wood in the kitchen	there is red uhpolstered furnitire in the living room	there is a cream colored fridge in the kitchen	You can also see in to a bedroom from where the picture was taken.
4764	4764	427	training/b/bedroom/ADE_train_00000427.jpg	bedroom		A bedroom with a view of the ocean through sliding glass doors over a porch	A bed with ornate twisted bed posts	two small ottomans are at the foot of the bed.	The beddng is beige to match the floors	there is drapery to one side of the windows.
4765	4765	7097	training/d/dining_room/ADE_train_00007097.jpg	dining_room		A dining room, wth a glass topped table	a pool can be seen though the glass windowed doors at the back of the room	the cairs around the table are a whitish color	the floors are white	there is a chandilier hanging above the table.
4766	4766	337	training/b/bedroom/ADE_train_00000337.jpg	bedroom		There is a baby's room with a crib	There is a rocking chair in the corner of the room	a drawing hangs framed on the wall you look at as you walk in	There is a dresser in corner of the room	There is a small bench under the picture.
4767	4767	3419	training/b/bedroom/ADE_train_00003419.jpg	bedroom		This image is of a plain bedroom.	There is a window through which you can see a body of water with a small tree-covered mountain in the distance.	The bed sheet is plain beige and the headboard is beige fabric with a slightly darker beige design on it.	The bedside lamp is small, but it is turned on.	The walls are painted a yellow colour.
4768	4768	3840	training/b/bedroom/ADE_train_00003840.jpg	bedroom		There is a bedroom with a blue wall and white ceiling	The bedding is a greenish blue color.	There is two pictures framed on the wall that is directly in front	there is a tall wooden cabinet to the left	there is somthing on the floor at the foot of the bed.
4769	4769	3765	training/b/bedroom/ADE_train_00003765.jpg	bedroom		This image is of a bedroom.	The bed has a red bedspread on it, with a black and white striped bedskirt.	There are six framed pictures above the head of the bed.	The bedside table has a cover over it that matches the striped bedskirt.	The walls of this room are painted a green colour.
4770	4770	3519	training/b/bedroom/ADE_train_00003519.jpg	bedroom		A large bedroom with windows on either side of the bed	The reddish bed spread matches the curtains	there is many decorative pillows on the bed	there is a plant in a pot to the right side of the room.	ther eis fresh vacuum lines in the beige carpet.
4771	4771	10166	training/k/kitchen/ADE_train_00010166.jpg	kitchen		It's an old fashioned looking kitchen with an L-shaped oven-sink area, with a green dish holder on the counter.	The cabinets are brown and cheap looking, with cabinets above and below.	The oven is built into the cabinet, and has four black burners.	There's a decorative edge around the top of the backsplash, which is white.	There's a brown and white throw rug on the floor in front of the sink.
4772	4772	11102	training/l/living_room/ADE_train_00011102.jpg	living_room		This is a living room.	There is a black leather couch and love seat.	There is a red and white rug under a glass table.	There is a circular mirror on the wall.	There are 2 windows.
4773	4773	4216	training/b/bedroom/ADE_train_00004216.jpg	bedroom		This is a sparse bedroom.	The carpet is blue.	The bed has blue and white stripes.	There is a wavy mirror on the wall.	The furniture is white.
4774	4774	410	training/b/bedroom/ADE_train_00000410.jpg	bedroom		This is a bedroom with medium brown hardwood floors.	The bed has a white bedspread and a dark blanket is folded at the foot of the bed.	The bed is facing a large floor to ceiling window.	There is a bookcase in the corner on the far wall.	The bed frame is a medium brown platform style bed frame.
4775	4775	359	training/b/bedroom/ADE_train_00000359.jpg	bedroom		It's a white bedroom.	It's a white bedroom with a dark wood headboard.	The white bed has several pillows-- One is a light brown square.	White bedroom with white fluffy duvet and two side tables.	It's a white bedroom with a dark wood headboard, one lamp and no windows.
4776	4776	100157	validation/b/bedroom/ADE_val_00000157.jpg	bedroom		It's a bedroom, possibly a hotel bedroom, with one large window looking out but you can only see foliage and sunlight.	There is a table with two chairs, a pendant lamp over it, and a bed on the right.	The bedspread is white and appears to have a pale ticking pattern.	There is a binder sitting on the table, probably a hotel guide.	There are vertical venetian blinds and a baseboard heater.
4777	4777	11191	training/l/living_room/ADE_train_00011191.jpg	living_room		This is a somewhat cluttered looking room that might serve as both a living room and a dining room because there is a chartreuse colored couch and also a dining table with chairs on one side.	The walls are white, and there is a fireplace with a white mantel and surround.	There are built in bookshelves on both sides of the fireplace, that have books and knick knacks in them.	There is a large abstract artwork over the matnel, and two tall candlestick holders with candles on the mantel.	There is a table runner and a very large dark colored vase full of leaves and possibly flowers sitting on the table runner.
4778	4778	2620	training/b/bathroom/ADE_train_00002620.jpg	bathroom		it is a bathroom for sure	there's a window to the left of the room it's large and you can see trees outside	a very large viewing mirror right in front of you	a large sink below the viewing mirror	the walls are very white
4779	4779	4145	training/b/bedroom/ADE_train_00004145.jpg	bedroom		the bedroom is very tiny almost unable to walk in it	the bed is the only thing in the room	the bed has a very unique blanket on it	the blanket has green/red squares on it	the bed has a bed frame on it
4780	4780	287	training/b/bedroom/ADE_train_00000287.jpg	bedroom		a very small cabin esq room	there's a large viewing window but covered by some blinds	a large bed in the center of the room	the bed has a striped blanket on top of it	the walls are wood
4781	4781	3730	training/b/bedroom/ADE_train_00003730.jpg	bedroom		a very small bedroom	the walls are all a dark red color	the bed is in the center of the mood	two nightstands next to each side of the bed	each desk has a light on it
4782	4782	10397	training/k/kitchen/ADE_train_00010397.jpg	kitchen		a small petite kitchen	the fridge is white and to the right of the kitchen	there's an oven to the left of the fridge which is also white	all the cabinets are white	there's a stove top above the oven
4783	4783	4004	training/b/bedroom/ADE_train_00004004.jpg	bedroom		a small bedroom looks to be a hotel room	two white beds next to eachother	there's a backboard to the beds as well	the chair is green	the night table is next to the bed on the left
4784	4784	101145	validation/b/bedroom/ADE_val_00001145.jpg	bedroom		This is a bedroom	There is a brown nightstand next to the bed	On top of the nightstand is a lamp,phone and a bottle of water.	There is a picture above the bed.	There is 2 white pillows on the bed
4785	4785	3231	training/b/bedroom/ADE_train_00003231.jpg	bedroom		Bedroom with white sheets and brown paneling	Large white bed with small mirror and boat shaped knickknack shelves above	There is a hat on the bed with the many white pillow	One window covered by a sheer curtain	red folded blanket at the end of the bed.
4786	4786	14978	training/p/pantry/ADE_train_00014978.jpg	pantry		I'm looking at an image of a kitchen	There are several wooden shelves holding all kinds of different items	There is a round wooden table in the room	The floors are a very light colored hardwood	There is a bowl of fruit on the kitchen table
4787	4787	5486	training/c/childs_room/ADE_train_00005486.jpg	childs_room		I'm looking at an image of a bedroom	There is a small bed with a blue bedspread on it	There is a white nightstand next to the bed	There is a tall lamp on the nightstand	There are pictures of colorful fish on the walls
4788	4788	3705	training/b/bedroom/ADE_train_00003705.jpg	bedroom		A bedroom in an attic.	White blanket and pillows.	A wood shelf and wood bed base.	A blue rug on beige tile floor.	A small quilt above the bed.
4789	4789	11490	training/l/living_room/ADE_train_00011490.jpg	living_room		There is one bricked wall in the bacground.	There is a fireplace trimmed in white wood in the brick fireplace.	There is a blue sofa to the left next to a white wall.	There is a framed painting above the blue sofa.	There is a small, gold - framed picture hanging above the fireplace.
4790	4790	1919	training/a/attic/ADE_train_00001919.jpg	attic		This room has an inverted v - shaped ceiling.	There are large. wooden, brown beams installed on the ceiling.	There are what looks like 2 mattresses on wither side of the room made with bedspreads and pillows.	There is a small window above each bed.	There are white and orange curtains on the small window.
4791	4791	20153	training/y/youth_hostel/ADE_train_00020153.jpg	youth_hostel		There is a bunk bed on the right in the image.	There is a small, square table in front of a window.	There is a wooden storage unit underneath a window in the background.	There is sun light coming from above through the ceiling.	There are pillows stacked on the bunk beds.
4792	4792	3406	training/b/bedroom/ADE_train_00003406.jpg	bedroom		This is an image of a bedroom.	The walls are light orange in color.	There are many pillows on the bed.	The bed has a gold and beige bed spread on it.	The ceiling is white.
4793	4793	389	training/b/bedroom/ADE_train_00000389.jpg	bedroom		It's a bedroom with a bed with white linens.	Two arched windows have dark wood frames which contrast with the white walls.	There is a very tall headboard covered with woven dried plant material.	The floor is a brown/tan has a marbled pattern.	There are white pillows on the bed with two decorative pillows with brown ethnic pattern fabric.
4794	4794	3288	training/b/bedroom/ADE_train_00003288.jpg	bedroom		There is a stationary exercise bike next to a large, sliding, glass door leading to the outside.	There is an oddly - shaped square bed with a semi-circle, lattice work-typed head board.	There is a green area rug on the floor at the base of the bed.	A pink lamp with a white lamp shade is sitting on a night stand next to the bed.	There is a wall mirror behind the lamp and night stand.
4795	4795	8340	training/g/game_room/ADE_train_00008340.jpg	game_room		There is a row of four pinball machines on the image.	"The pinball machine closest to the camera has graphic art on its side with the words ""Monster Bash""."	After that is a barstool with chrome frames and black cushion.	There is a placard or poster filled with round stickers on a room divider facing the camera.	The carpeting on the floor is the one you would see used often in an office setting.
4796	4796	11457	training/l/living_room/ADE_train_00011457.jpg	living_room		It is a picture of a living room with sunlight coming through a large window.	There is a large open window on the right side of the image instead of a wall.	The wall to the left has picture frames with drawings or paintings on them.	Below the picture frames is a light-colored sofa with table lamps on small tables on both sides.	On the center of the image is a coffee table with zebra stripes.
4797	4797	465	training/b/bedroom/ADE_train_00000465.jpg	bedroom		It is an image of a bed.	The bed is completely covered with a pink or light red comforter with square stitching patterns on it.	There are two small pillows or cushions laid out on top of the comforter and two more medium-sized pillows upright against the wall on the top edge of the bed.	The comforter and pillows have matching colors, with the rightmost pillow having a white square on it.	There is a shelf above the bed with small lamp and a small, red, glass-like container in the middle.
4798	4798	10366	training/k/kitchen/ADE_train_00010366.jpg	kitchen		There is a small sink underneath a window	There are two cabinets hanging on the wall	The back splash on the wall is silver	There are two small plants in the counter	There is a small oven with alight shining down on it
4799	4799	3987	training/b/bedroom/ADE_train_00003987.jpg	bedroom		A room is light by the daylight outside.	There is a painting above a table lamp next to the bed.	Three windows are partially covered by a long shade.	There is an armchair by the triple windows.	There are flowers on a vase above a shelf behind an armchair.
4800	4800	2932	training/b/bathroom/ADE_train_00002932.jpg	bathroom		In the foreground is a made bed, with a bedspread with roses and leaves on it.	Beyond the bed there is a hallway, with dark wooden floors leading to a bathroom.	The shower curtain in the bathroom has a floral design in the same colors as the bedspread, but the designs are different.	On the small, wooden bedside table there is a small lamp with a green and tan lampshade turned on.	Two small framed artworks are displayed: one above the bedside table, and one outside the bathroom.
4801	4801	1938	training/a/attic/ADE_train_00001938.jpg	attic		There is a sort of S-shaped hallway ahead of you,	There is a clean beige carpet on the floor, and the walls are painted a slightly different beige, with white trim along the base.	The roof is sharply tilted down on both sides, as if you're on the top or attic level of a home with a sloping roof.	There is a large, rectangular skylight on the wall/ceiling to your left, and light is streaming in.	"Straight ahead, there is a small room that juts part way out into the hallway, forming the lower curve of the ""S."""
4802	4802	11120	training/l/living_room/ADE_train_00011120.jpg	living_room		I'm looking at an image of a sitting area in a house	There is a circular white table in the picture	The walls are painted orange and white	There is a blue couch in the room	The floors are a lighter colored hardwood
4803	4803	3477	training/b/bedroom/ADE_train_00003477.jpg	bedroom		I'm looking at an image of a bedroom	There is a large bed in the room with a light brown bedspread	There are hardwood floors in the room	The walls are painted yellow	There is a large ceiling fan over top of the bed
4804	4804	3876	training/b/bedroom/ADE_train_00003876.jpg	bedroom		This is a bedroom with two beds in it.	There is a red chair with a turtle stuffed animal on it.	The bed covers are cream with blue and red checkering.	There is one window.	There is a white, blue, and red curtain.
4805	4805	15171	training/p/parlor/ADE_train_00015171.jpg	parlor		This is a livingroom	There is 1 red chair	There is 2 striped chairs.	There is 2 windows	There is a floor lamp behind one of the stripe chairs
4806	4806	3217	training/b/bedroom/ADE_train_00003217.jpg	bedroom		I'm looking at an image of a bedroom	There is a large bed in the room with a brown bedspread	There is a blue blanket folded up at the base of the bed	The walls in the room are painted blue	There is a wooden dresser in the room.
4807	4807	4019	training/b/bedroom/ADE_train_00004019.jpg	bedroom		This is a close-up of a wall in what is probably a living room or bedroom.	The wall is painted pink and has a large window that takes up most of the photo.	The curtains around the window have a yellow background and a flower pattern.	There is a wicker basket on the floor under the right side of the window.	There half a television showing on the right lower part of the picture.
4808	4808	3874	training/b/bedroom/ADE_train_00003874.jpg	bedroom		This is a bedroom with a large patterned rug.	There is a white bed with a patterned red and blue banket.	There are two dark yellow doors.	There is a fireplace.	There are two photos hanging on the wall.
4809	4809	404	training/b/bedroom/ADE_train_00000404.jpg	bedroom		I'm looking at an image of a bedroom	There is a large bed in the room with a blue and green bedspread	There are small night stands on either side of the bed.	The walls are painted light pink	There is a yellow high backed chair in the corner of the room
4810	4810	14986	training/p/pantry/ADE_train_00014986.jpg	pantry		There are two white shelves in the background.	There is a cabinet between the shelves.	White cabinets are visible in the foreground.	It is a hardwood floor with a large rug on it.	The dining room set matches both the rug and floor.
4811	4811	3868	training/b/bedroom/ADE_train_00003868.jpg	bedroom		There are five windows facing the bed.	There is an armchair in front of five windows.	There is a large mirror on top of a long dresser.	A light carpet is on the floor.	White shades are rolled almost to the top on all windows.
4812	4812	3811	training/b/bedroom/ADE_train_00003811.jpg	bedroom		Double bed room with  thick brownish carpet and one window	There are two dark brown night stands and two desks, one for each bed	One bed is against the wall with sage green bedspread and is a twin.	The other has green and some orange on the bedspread	There is a single lamp one one of the night stands in front of the window.
4813	4813	7178	training/d/dining_room/ADE_train_00007178.jpg	dining_room		Tis is a small dining room.	There is a set of verticle blinds coveing a sliding door.	There is a small side board with a lamp, a plant and a few photos on it.	The dining table is made of wood and has a white table runner on it.	The table runner has a plant and two candles.
4814	4814	3873	training/b/bedroom/ADE_train_00003873.jpg	bedroom		It is the image of a bedroom	There is a window on the right side of the room	The headboard of the bed is metal	There is a redish pink bedspread with a multi-colored squares blanket at the foot of the bed.	The nightstand is large and made of wicker and metal.
4815	4815	425	training/b/bedroom/ADE_train_00000425.jpg	bedroom		This is a large cream, pale yellow and white colored bedroom with a double glass door and a tray ceiling.	There is a stool at the end of the bed and nightstands on either side.	There are 4 paintings above the bed.	There are 3 windows with open curtains alongside the double glass door.	There are lamps on each nightstand which are both turned on.
4816	4816	3623	training/b/bedroom/ADE_train_00003623.jpg	bedroom		The bedroom walls are painted light pink.	There are two pink chairs sitting in front of the window.	The bedding is pink with a floral pattern on it.	There is a circular mirror on the wall near the window.	A small TV is mounted on a brown dresser.
4817	4817	3574	training/b/bedroom/ADE_train_00003574.jpg	bedroom		One wall is pink and one os white.	There is a black and white bedspread on the bed. The bedspread is more white than black.	There is a window to the left of the bed.	There are peach-colored curtains hanging from the window.	There is a peach-colored carpet or some other type of floor covering on the floor.
4818	4818	472	training/b/bedroom/ADE_train_00000472.jpg	bedroom		This is a stunning master bedroom with ocean view.	It is decorated with light grey stone tile flooring and high ceilings.	The canopy queen bed and modern furniture give an elegant comfort.	The room appears to be part of a larger estate.	I would not be surprised if this room is in a hotel.
4819	4819	100152	validation/b/bedroom/ADE_val_00000152.jpg	bedroom		There is a dresser with a matching mirror on it.	Daylight can be seen thru the glass doors.	Two paintings are above the bed.	There is a ruffled bedspread on the bed.	A nightstand with two drawers is next to the bed.
4820	4820	3290	training/b/bedroom/ADE_train_00003290.jpg	bedroom		A bedroom with blue walls	There is a bed, dresser and nightstand that are white	There are 3 pictures on the wall	The comforter is white with flowers on it	There is a light rug in the room
4821	4821	3850	training/b/bedroom/ADE_train_00003850.jpg	bedroom		There are two brown-red pillows decorating the bed.	A painting with a black frame is on the wall above the bed.	A black chair is next to curtains.	There are long light curtains that reach the floor behind a black chair.	An airconditioning unit is on the wall between a wall and the bed.
4822	4822	3978	training/b/bedroom/ADE_train_00003978.jpg	bedroom		This a large room with a brown bed - most likely a pull out bed - front and center.	In the back, there's a white sectional sofa and a glass top coffee table.	Behind the head of the bed is a large mirror reflecting a portion of the room, including two framed paintings.	Two identical table lamps are on either side of the bed, and both are turned on.	The rug beneath the bed is cream-colored.
4823	4823	187	training/b/bathroom/ADE_train_00000187.jpg	bathroom		This is a partial image of a bathroom.	There are wall tiles installed on the wall in the foreground.	There are wall tiles installed to a half way point around the sink and toilet.	The wall above the wall tiles is peach in color.	There is an electrical outlet above the toilet and sink.
4824	4824	100155	validation/b/bedroom/ADE_val_00000155.jpg	bedroom		This is a bedroom, but I think it's a dorm or tiny apartment. There is a full bed, though.	The walls are white. There is a small window with yellow curtains.	There is a blond wood headboard. The wood furnishings are all blonde. There is a narrow wooden closet/locker on either side of the bed.	There are nearly empty wooden shelves between two small cupboards over the bed.	On the bed are two white pillows and a light brown blanket.
4825	4825	3626	training/b/bedroom/ADE_train_00003626.jpg	bedroom		There is a bed that looks very disheveled.	There are a number of pillows on the bed strewn about	There is a curtain hanging over the window	There is a radiator below the window	There appears to be a computer on the desk next to the bed
4826	4826	518	training/b/bedroom/ADE_train_00000518.jpg	bedroom		It's a picture of a bed near a bright window.	The bed is covered in dark blue bed sheets with two pillows of the same color and pattern.	The headboard of the bed is brown and is leaning against a white wall.	On the right side of the image is a window with bright light coming in.	There is also a lamp on each side of the bed, one of which is visibly on a small bedside table.
4827	4827	6962	training/d/dining_room/ADE_train_00006962.jpg	dining_room		This is a dining room	there is a circular table with four chairs	there are several pictures on the wall plus a mirror with two lamps, one on eah side	There is a bust of a man's head in the far corner	The overall color scheme of the picture is gold
4828	4828	22	training/b/bathroom/ADE_train_00000022.jpg	bathroom		A large bathroom that is green and brown colored	Brown colored floor	A large mirror on the wall above the sink	Two chandeliers on the ceiling facing the sink	A raised platform on the bathroom entrance
4829	4829	3654	training/b/bedroom/ADE_train_00003654.jpg	bedroom		There is a table lamp sitting on a white bedside table.	There is a twin sized bed placed against opposite walls.	The walls are painted tan with a white trimming along the ceilings.	There is a white ceiling fan in the center of the room.	There is a scenic painting of an ocean front hanging on the wall above one of the tin beds.
4830	4830	4017	training/b/bedroom/ADE_train_00004017.jpg	bedroom		The picture is my bedroom with a large queen-size bed on the main wall opposite the entrance door. There is a set of louvered closets to the left which are partially pushed open and a built in medium brown wood book case on the right.	In the lower right corner is a maroon/wine covered chair facing the closet doors and there is a round silver fabric laundry hamper between chair and book case. The colors of the room are mostly white with shades of varying tones of blue in carpet, quilt and slippers under bed.	In the upper left corner is a full length wall mirror in which you can see the reflection of a light on the nightstand and the louvered closet doors closest to the mirror.  In the middle back of photo, over bed is a black/white picture about 3 x 4 feet and it has the Om symbol on it.	The bed seems to have a wood frame which includes both a headboard and foot board of the same color wood as book case. The nightstand table is to the left of the bed. On top of the bed are some books.	There may be a window as there seems to be sunlight through trees from a window which one can see from laying in bed and looking forward. The window would be to the left  as you enter the room.
4831	4831	521	training/b/bedroom/ADE_train_00000521.jpg	bedroom		It is a compact bedroom with textured walls.	There is a short yellow skirting hanging from the top of the window.	There are two twin beds that both have yellow and pink floral bedding.	The window blinds are rolled halfway.	There is a pastel pink lamp sitting on a small table between the two beds.
4832	4832	101124	validation/b/bedroom/ADE_val_00001124.jpg	bedroom		This is an image of a bed room	There is an oval mirror with a wooden frame above , to the left of the bed.	Ther eis a very light brown clothing closet with light blue see through glass to the right of the bed.	There are seven pillow on the bed.	Two pillows are white two are gold, two are brown, and one is gold.
4833	4833	3968	training/b/bedroom/ADE_train_00003968.jpg	bedroom		This is a bedroom with a dark gray floor.	There are brown slippers by the bed.	There is a patterned armchair in the corner.	There is a window looking out to another house.	There is a lamp on the wall by the bed.
4834	4834	3965	training/b/bedroom/ADE_train_00003965.jpg	bedroom		A white celing fan is above the bed.	Four window are on the wall behind the bed.	There is a lit floor lamp between a wall and nightstand.	There is a lit table lamp on a nightstand.	A painting is on the wall facing the bed near the ligt table lamp.
4835	4835	3710	training/b/bedroom/ADE_train_00003710.jpg	bedroom		There is a keyboard against a wall.	A twin bed has a blue comforter on it.	A colorful table lamp is lit.	There is a decorative piece facing the bed with two globes on it.	There is a small black bench in front of a keyboard.
4836	4836	10481	training/k/kitchen/ADE_train_00010481.jpg	kitchen		A small kitchen	The cabinets are light wood	The applicances are white	There is a stove, dishwasher and part of the fridge	There are bowls on top of the cabinet
4837	4837	2551	training/b/bathroom/ADE_train_00002551.jpg	bathroom		An empty room with a counter and sink	The counter is white	There is a mirror above the sink	The cabinets are dark	The door is open
4838	4838	3323	training/b/bedroom/ADE_train_00003323.jpg	bedroom		This is a bedroom with gray walls.	There is a ceiling fan with a lamp.	There are two beds with dark blue sheets with white spots.	There are six photos on the walls.	There is a bedside table with a lamp on it.
4839	4839	3342	training/b/bedroom/ADE_train_00003342.jpg	bedroom		This is a bedroom with two beds.	There is a wooden ceiling.	There is a photo above one of the beds.	There is a window.	The beds are white with light blue pillows.
4840	4840	3573	training/b/bedroom/ADE_train_00003573.jpg	bedroom		This bedroom has white walls with two dormer windows.	There is a small light colored dresser with a mirror with two adjustable side panels.	Only the bottom half of the bed shows. It has a white cover and at the foot of the bed is a folded quilt made from wide strips of fabric.	There is a black old fashioned accent table with a plant on it.	The floor is dark grey.
4841	4841	371	training/b/bedroom/ADE_train_00000371.jpg	bedroom		This is an image of a bedroom.	There is a white-trimmed window with an arch design abov eit.	There are blue and white curtains with one rod spanning the entire width of the window.	There is a light blue bed spread on the bed.	A white tray with a handle is sitting on the bed.
4842	4842	3462	training/b/bedroom/ADE_train_00003462.jpg	bedroom		This is a bedroom with two red beds in it.	The floor and walls are dark wooden.	There is one white bedside lamp.	There is one open window.	There is a dark wooden bedside table.
4843	4843	437	training/b/bedroom/ADE_train_00000437.jpg	bedroom		This is a bedroom with light blue walls.	The bed is white with blue pillows.	There are three pictures on the walls.	There are two tall windows.	There is a computer on a table.
4844	4844	3428	training/b/bedroom/ADE_train_00003428.jpg	bedroom		There are white cabinets underneath a mirror.	There are white cabinets to the left of the mirror	The mirror is in front of a blue wall	There are plants on top of the white cabinets next to the mirror	There is a picture on top of the desk next to the mirror
4845	4845	364	training/b/bedroom/ADE_train_00000364.jpg	bedroom		There are two beds in a bedroom	There is a number of paintings hanging on the wall by the window	There is a collage of circular images on the wall above the beds	There is a chair below the window	There is a rug between the two beds
4846	4846	101529	validation/l/living_room/ADE_val_00001529.jpg	living_room		The image is of a small living room or sitting room with white painted walls and hardwood flooring.	there is a large red and blue sofa against the right wall and a hard wooden bench across from the sofa on the left wall.	There is a light brown wooden coffee table on a long, rectangular area rug between the bench and the sofa.	On one side of the bench is a small television on a black stand situated in the corner and on the other side of the bench is a woodburner.	The lighting in the room consists of a floor lamp on one side of the sofa, a small table lamp on the other side of the sofa, and a small ceiling light in the middle of the room.
4847	4847	3834	training/b/bedroom/ADE_train_00003834.jpg	bedroom		This bedroom has two matching twin beds	The bedspreads are gold colored with blue stripes, thin white stripes and blue sea shells. There are gold colored dust ruffles on the beds.	The drapes match the bed spreads since they are also gold with blue shells.	The walls are a very pale pinkish lilac color	The floor is rust colored. A painting of a boy and girl with white birds is on the wall over the beds.
4848	4848	3625	training/b/bedroom/ADE_train_00003625.jpg	bedroom		There is a bed with a number of pillows on it	Two lampshades surround the bed in the bedroom	The comforter on the bed has pictures of flowers on it.	There are white walls in the bedroom	There are towels shaped on top of the bed
4849	4849	3896	training/b/bedroom/ADE_train_00003896.jpg	bedroom		There are two twin beds joined by one headboard.	There is a double window to the right of the bed.	There are venetian blind on the double window.	There is a nightstand to the right of the bed.	There is a small lamp on the nightstand.
