,grid1,grid2,category,action
3073,32,20,different_grid,none
3074,24,16,different_grid,none
3075,16,12,different_grid,none
3076,35,25,different_grid,none
3077,1,32,different_grid,none
3078,58,14,different_grid,none
3079,50,10,different_grid,none
3080,42,6,different_grid,none
3081,61,19,different_grid,none
3082,8,13,different_grid,none
3083,27,26,different_grid,none
3084,19,22,different_grid,none
3085,11,18,different_grid,none
3086,30,31,different_grid,none
3087,62,20,different_grid,none
3088,20,23,different_grid,none
3089,12,19,different_grid,none
3090,31,32,different_grid,none
3091,4,15,different_grid,none
3092,23,28,different_grid,none
3093,46,17,different_grid,none
3094,38,13,different_grid,none
3095,57,26,different_grid,none
3096,49,22,different_grid,none
3097,15,29,different_grid,none
3098,7,25,different_grid,none
3099,26,38,different_grid,none
3100,18,34,different_grid,none
3101,58,27,different_grid,none
3102,50,23,different_grid,none
3103,42,19,different_grid,none
3104,61,32,different_grid,none
3105,8,26,different_grid,none
3106,27,39,different_grid,none
3107,0,22,different_grid,none
3108,60,36,different_grid,none
3109,30,44,different_grid,none
3110,34,20,different_grid,none
3111,53,33,different_grid,none
3112,4,28,different_grid,none
3113,45,29,different_grid,none
3114,37,25,different_grid,none
3115,56,38,different_grid,none
3116,3,32,different_grid,none
3117,22,45,different_grid,none
3118,14,41,different_grid,none
3119,46,30,different_grid,none
3120,38,26,different_grid,none
3121,57,39,different_grid,none
3122,49,35,different_grid,none
3123,15,42,different_grid,none
3124,7,38,different_grid,none
3125,26,51,different_grid,none
3126,18,47,different_grid,none
3127,0,35,different_grid,none
3128,41,36,different_grid,none
3129,60,49,different_grid,none
3130,33,32,different_grid,none
3131,44,41,different_grid,none
3132,10,48,different_grid,none
3133,2,44,different_grid,none
3134,34,33,different_grid,none
3135,53,46,different_grid,none
3136,45,42,different_grid,none
3137,37,38,different_grid,none
3138,56,51,different_grid,none
3139,3,45,different_grid,none
3140,22,58,different_grid,none
3141,63,32,different_grid,none
3142,29,39,different_grid,none
3143,40,48,different_grid,none
3144,6,55,different_grid,none
3145,41,49,different_grid,none
3146,33,45,different_grid,none
3147,25,41,different_grid,none
3148,10,61,different_grid,none
3149,51,62,different_grid,none
3150,2,57,different_grid,none
3151,26,5,different_grid,none
3152,18,1,different_grid,none
3153,59,39,different_grid,none
3154,36,55,different_grid,none
3155,28,51,different_grid,none
3156,27,6,different_grid,none
3157,19,2,different_grid,none
3158,30,11,different_grid,none
3159,63,45,different_grid,none
3160,21,48,different_grid,none
3161,40,61,different_grid,none
3162,53,0,different_grid,none
3163,56,5,different_grid,none
3164,22,12,different_grid,none
3165,14,8,different_grid,none
3166,32,62,different_grid,none
3167,24,58,different_grid,none
3168,57,6,different_grid,none
3169,49,2,different_grid,none
3170,15,9,different_grid,none
3171,7,5,different_grid,none
3172,26,18,different_grid,none
3173,18,14,different_grid,none
3174,17,55,different_grid,none
3175,9,51,different_grid,none
3176,41,3,different_grid,none
3177,60,16,different_grid,none
3178,44,8,different_grid,none
3179,10,15,different_grid,none
3180,21,61,different_grid,none
3181,34,0,different_grid,none
3182,53,13,different_grid,none
3183,45,9,different_grid,none
3184,37,5,different_grid,none
3185,56,18,different_grid,none
3186,3,12,different_grid,none
3187,22,25,different_grid,none
3188,14,21,different_grid,none
3189,13,62,different_grid,none
3190,48,19,different_grid,none
3191,40,15,different_grid,none
3192,6,22,different_grid,none
3193,41,16,different_grid,none
3194,33,12,different_grid,none
3195,25,8,different_grid,none
3196,44,21,different_grid,none
3197,10,28,different_grid,none
3198,2,24,different_grid,none
3199,59,6,different_grid,none
3200,3,25,different_grid,none
3201,36,22,different_grid,none
3202,55,35,different_grid,none
3203,47,31,different_grid,none
3204,5,34,different_grid,none
3205,63,12,different_grid,none
3206,29,19,different_grid,none
3207,48,32,different_grid,none
3208,21,15,different_grid,none
3209,40,28,different_grid,none
3210,6,35,different_grid,none
3211,25,21,different_grid,none
3212,32,29,different_grid,none
3213,51,42,different_grid,none
3214,2,37,different_grid,none
3215,43,38,different_grid,none
3216,35,34,different_grid,none
3217,1,41,different_grid,none
3218,59,19,different_grid,none
3219,17,22,different_grid,none
3220,36,35,different_grid,none
3221,9,18,different_grid,none
3222,55,48,different_grid,none
3223,28,31,different_grid,none
3224,47,44,different_grid,none
3225,5,47,different_grid,none
3226,21,28,different_grid,none
3227,62,29,different_grid,none
3228,39,45,different_grid,none
3229,31,41,different_grid,none
3230,13,29,different_grid,none
3231,32,42,different_grid,none
3232,51,55,different_grid,none
3233,24,38,different_grid,none
3234,35,47,different_grid,none
3235,17,35,different_grid,none
3236,58,36,different_grid,none
3237,9,31,different_grid,none
3238,28,44,different_grid,none
3239,61,41,different_grid,none
3240,27,48,different_grid,none
3241,30,53,different_grid,none
3242,62,42,different_grid,none
3243,20,45,different_grid,none
3244,39,58,different_grid,none
3245,12,41,different_grid,none
3246,4,37,different_grid,none
3247,23,50,different_grid,none
3248,55,2,different_grid,none
3249,13,42,different_grid,none
3250,5,1,different_grid,none
3251,24,51,different_grid,none
3252,16,47,different_grid,none
3253,57,48,different_grid,none
3254,26,60,different_grid,none
3255,6,2,different_grid,none
3256,58,49,different_grid,none
3257,50,45,different_grid,none
3258,42,41,different_grid,none
3259,8,48,different_grid,none
3260,27,61,different_grid,none
3261,0,44,different_grid,none
3262,19,57,different_grid,none
3263,11,53,different_grid,none
3264,51,9,different_grid,none
3265,2,4,different_grid,none
3266,43,5,different_grid,none
3267,35,1,different_grid,none
3268,1,8,different_grid,none
3269,20,58,different_grid,none
3270,53,55,different_grid,none
3271,4,50,different_grid,none
3272,23,63,different_grid,none
3273,56,60,different_grid,none
3274,36,2,different_grid,none
3275,55,15,different_grid,none
3276,47,11,different_grid,none
3277,5,14,different_grid,none
3278,57,61,different_grid,none
3279,49,57,different_grid,none
3280,7,60,different_grid,none
3281,39,12,different_grid,none
3282,31,8,different_grid,none
3283,8,61,different_grid,none
3284,0,57,different_grid,none
3285,32,9,different_grid,none
3286,51,22,different_grid,none
3287,24,5,different_grid,none
3288,43,18,different_grid,none
3289,16,1,different_grid,none
3290,35,14,different_grid,none
3291,1,21,different_grid,none
3292,34,55,different_grid,none
3293,37,60,different_grid,none
3294,17,2,different_grid,none
3295,58,3,different_grid,none
3296,28,11,different_grid,none
3297,61,8,different_grid,none
3298,27,15,different_grid,none
3299,38,61,different_grid,none
3300,30,20,different_grid,none
3301,62,9,different_grid,none
3302,20,12,different_grid,none
3303,39,25,different_grid,none
3304,12,8,different_grid,none
3305,31,21,different_grid,none
3306,23,17,different_grid,none
3307,13,9,different_grid,none
3308,25,63,different_grid,none
3309,24,18,different_grid,none
3310,16,14,different_grid,none
3311,57,15,different_grid,none
3312,26,27,different_grid,none
3313,58,16,different_grid,none
3314,50,12,different_grid,none
3315,42,8,different_grid,none
3316,61,21,different_grid,none
3317,8,15,different_grid,none
3318,27,28,different_grid,none
3319,0,11,different_grid,none
3320,19,24,different_grid,none
3321,11,20,different_grid,none
3322,30,33,different_grid,none
3323,20,25,different_grid,none
3324,12,21,different_grid,none
3325,53,22,different_grid,none
3326,4,17,different_grid,none
3327,23,30,different_grid,none
3328,56,27,different_grid,none
3329,22,34,different_grid,none
3330,46,19,different_grid,none
3331,38,15,different_grid,none
3332,57,28,different_grid,none
3333,49,24,different_grid,none
3334,15,31,different_grid,none
3335,7,27,different_grid,none
3336,26,40,different_grid,none
3337,18,36,different_grid,none
3338,50,25,different_grid,none
3339,42,21,different_grid,none
3340,8,28,different_grid,none
3341,0,24,different_grid,none
3342,19,37,different_grid,none
3343,60,38,different_grid,none
3344,11,33,different_grid,none
3345,34,22,different_grid,none
3346,53,35,different_grid,none
3347,45,31,different_grid,none
3348,37,27,different_grid,none
3349,56,40,different_grid,none
3350,3,34,different_grid,none
3351,22,47,different_grid,none
3352,46,32,different_grid,none
3353,38,28,different_grid,none
3354,49,37,different_grid,none
3355,15,44,different_grid,none
3356,7,40,different_grid,none
3357,48,41,different_grid,none
3358,41,38,different_grid,none
3359,60,51,different_grid,none
3360,33,34,different_grid,none
3361,25,30,different_grid,none
3362,44,43,different_grid,none
3363,10,50,different_grid,none
3364,2,46,different_grid,none
3365,34,35,different_grid,none
3366,45,44,different_grid,none
3367,37,40,different_grid,none
3368,3,47,different_grid,none
3369,14,56,different_grid,none
3370,55,57,different_grid,none
3371,47,53,different_grid,none
3372,30,0,different_grid,none
3373,63,34,different_grid,none
3374,29,41,different_grid,none
3375,21,37,different_grid,none
3376,40,50,different_grid,none
3377,6,57,different_grid,none
3378,33,47,different_grid,none
3379,25,43,different_grid,none
3380,10,63,different_grid,none
3381,2,59,different_grid,none
3382,43,60,different_grid,none
3383,26,7,different_grid,none
3384,18,3,different_grid,none
3385,59,41,different_grid,none
3386,17,44,different_grid,none
3387,36,57,different_grid,none
3388,28,53,different_grid,none
3389,27,8,different_grid,none
3390,19,4,different_grid,none
3391,60,5,different_grid,none
3392,11,0,different_grid,none
3393,30,13,different_grid,none
3394,63,47,different_grid,none
3395,21,50,different_grid,none
3396,40,63,different_grid,none
3397,53,2,different_grid,none
3398,56,7,different_grid,none
3399,3,1,different_grid,none
3400,22,14,different_grid,none
3401,14,10,different_grid,none
3402,13,51,different_grid,none
3403,24,60,different_grid,none
3404,16,56,different_grid,none
3405,49,4,different_grid,none
3406,15,11,different_grid,none
3407,26,20,different_grid,none
3408,18,16,different_grid,none
3409,17,57,different_grid,none
3410,9,53,different_grid,none
3411,41,5,different_grid,none
3412,60,18,different_grid,none
3413,33,1,different_grid,none
3414,44,10,different_grid,none
3415,10,17,different_grid,none
3416,2,13,different_grid,none
3417,34,2,different_grid,none
3418,12,63,different_grid,none
3419,45,11,different_grid,none
3420,37,7,different_grid,none
3421,56,20,different_grid,none
3422,3,14,different_grid,none
3423,22,27,different_grid,none
3424,14,23,different_grid,none
3425,55,24,different_grid,none
3426,63,1,different_grid,none
3427,29,8,different_grid,none
3428,48,21,different_grid,none
3429,40,17,different_grid,none
3430,6,24,different_grid,none
3431,42,63,different_grid,none
3432,41,18,different_grid,none
3433,33,14,different_grid,none
3434,25,10,different_grid,none
3435,44,23,different_grid,none
3436,51,31,different_grid,none
3437,2,26,different_grid,none
3438,59,8,different_grid,none
3439,36,24,different_grid,none
3440,55,37,different_grid,none
3441,28,20,different_grid,none
3442,47,33,different_grid,none
3443,5,36,different_grid,none
3444,63,14,different_grid,none
3445,29,21,different_grid,none
3446,48,34,different_grid,none
3447,21,17,different_grid,none
3448,40,30,different_grid,none
3449,6,37,different_grid,none
3450,32,31,different_grid,none
3451,51,44,different_grid,none
3452,24,27,different_grid,none
3453,43,40,different_grid,none
3454,35,36,different_grid,none
3455,1,43,different_grid,none
3456,59,21,different_grid,none
3457,17,24,different_grid,none
3458,36,37,different_grid,none
3459,9,20,different_grid,none
3460,28,33,different_grid,none
3461,47,46,different_grid,none
3462,5,49,different_grid,none
3463,21,30,different_grid,none
3464,62,31,different_grid,none
3465,20,34,different_grid,none
3466,31,43,different_grid,none
3467,23,39,different_grid,none
3468,13,31,different_grid,none
3469,32,44,different_grid,none
3470,24,40,different_grid,none
3471,16,36,different_grid,none
3472,1,56,different_grid,none
3473,17,37,different_grid,none
3474,58,38,different_grid,none
3475,9,33,different_grid,none
3476,50,34,different_grid,none
3477,61,43,different_grid,none
3478,27,50,different_grid,none
3479,19,46,different_grid,none
3480,30,55,different_grid,none
3481,62,44,different_grid,none
3482,20,47,different_grid,none
3483,39,60,different_grid,none
3484,12,43,different_grid,none
3485,31,56,different_grid,none
3486,4,39,different_grid,none
3487,55,4,different_grid,none
3488,47,0,different_grid,none
3489,13,44,different_grid,none
3490,5,3,different_grid,none
3491,46,41,different_grid,none
3492,16,49,different_grid,none
3493,57,50,different_grid,none
3494,49,46,different_grid,none
3495,15,53,different_grid,none
3496,48,1,different_grid,none
3497,26,62,different_grid,none
3498,6,4,different_grid,none
3499,18,58,different_grid,none
3500,58,51,different_grid,none
3501,50,47,different_grid,none
3502,42,43,different_grid,none
3503,61,56,different_grid,none
3504,8,50,different_grid,none
3505,27,63,different_grid,none
3506,0,46,different_grid,none
3507,19,59,different_grid,none
3508,11,55,different_grid,none
3509,51,11,different_grid,none
3510,43,7,different_grid,none
3511,35,3,different_grid,none
3512,1,10,different_grid,none
3513,12,56,different_grid,none
3514,53,57,different_grid,none
3515,45,53,different_grid,none
3516,56,62,different_grid,none
3517,36,4,different_grid,none
3518,28,0,different_grid,none
3519,47,13,different_grid,none
3520,5,16,different_grid,none
3521,38,50,different_grid,none
3522,57,63,different_grid,none
3523,7,62,different_grid,none
3524,20,1,different_grid,none
3525,39,14,different_grid,none
3526,31,10,different_grid,none
3527,23,6,different_grid,none
3528,42,56,different_grid,none
3529,8,63,different_grid,none
3530,0,59,different_grid,none
3531,41,60,different_grid,none
3532,32,11,different_grid,none
3533,24,7,different_grid,none
3534,43,20,different_grid,none
3535,16,3,different_grid,none
3536,35,16,different_grid,none
3537,1,23,different_grid,none
3538,34,57,different_grid,none
3539,37,62,different_grid,none
3540,17,4,different_grid,none
3541,58,5,different_grid,none
3542,9,0,different_grid,none
3543,50,1,different_grid,none
3544,61,10,different_grid,none
3545,27,17,different_grid,none
3546,19,13,different_grid,none
3547,38,63,different_grid,none
3548,30,22,different_grid,none
3549,62,11,different_grid,none
3550,20,14,different_grid,none
3551,39,27,different_grid,none
3552,12,10,different_grid,none
3553,31,23,different_grid,none
3554,4,6,different_grid,none
3555,23,19,different_grid,none
3556,13,11,different_grid,none
3557,46,8,different_grid,none
3558,57,17,different_grid,none
3559,49,13,different_grid,none
3560,15,20,different_grid,none
3561,26,29,different_grid,none
3562,18,25,different_grid,none
3563,58,18,different_grid,none
3564,50,14,different_grid,none
3565,42,10,different_grid,none
3566,61,23,different_grid,none
3567,8,17,different_grid,none
3568,27,30,different_grid,none
3569,0,13,different_grid,none
3570,19,26,different_grid,none
3571,11,22,different_grid,none
3572,30,35,different_grid,none
3573,12,23,different_grid,none
3574,53,24,different_grid,none
3575,4,19,different_grid,none
3576,45,20,different_grid,none
3577,56,29,different_grid,none
3578,22,36,different_grid,none
3579,46,21,different_grid,none
3580,38,17,different_grid,none
3581,57,30,different_grid,none
3582,49,26,different_grid,none
3583,15,33,different_grid,none
3584,7,29,different_grid,none
3585,26,42,different_grid,none
3586,18,38,different_grid,none
3587,42,23,different_grid,none
3588,8,30,different_grid,none
3589,0,26,different_grid,none
3590,41,27,different_grid,none
3591,60,40,different_grid,none
3592,11,35,different_grid,none
3593,44,32,different_grid,none
3594,34,24,different_grid,none
3595,53,37,different_grid,none
3596,45,33,different_grid,none
3597,37,29,different_grid,none
3598,56,42,different_grid,none
3599,3,36,different_grid,none
3600,22,49,different_grid,none
3601,14,45,different_grid,none
3602,38,30,different_grid,none
3603,7,42,different_grid,none
3604,48,43,different_grid,none
3605,40,39,different_grid,none
3606,41,40,different_grid,none
3607,60,53,different_grid,none
3608,33,36,different_grid,none
3609,25,32,different_grid,none
3610,44,45,different_grid,none
3611,2,48,different_grid,none
3612,34,37,different_grid,none
3613,37,42,different_grid,none
3614,3,49,different_grid,none
3615,36,46,different_grid,none
3616,55,59,different_grid,none
3617,47,55,different_grid,none
3618,30,2,different_grid,none
3619,63,36,different_grid,none
3620,29,43,different_grid,none
3621,21,39,different_grid,none
3622,6,59,different_grid,none
3623,22,3,different_grid,none
3624,33,49,different_grid,none
3625,25,45,different_grid,none
3626,32,53,different_grid,none
3627,2,61,different_grid,none
3628,43,62,different_grid,none
3629,15,0,different_grid,none
3630,26,9,different_grid,none
3631,18,5,different_grid,none
3632,59,43,different_grid,none
3633,17,46,different_grid,none
3634,36,59,different_grid,none
3635,9,42,different_grid,none
3636,28,55,different_grid,none
3637,19,6,different_grid,none
3638,60,7,different_grid,none
3639,11,2,different_grid,none
3640,63,49,different_grid,none
3641,29,56,different_grid,none
3642,62,53,different_grid,none
3643,53,4,different_grid,none
3644,45,0,different_grid,none
3645,56,9,different_grid,none
3646,22,16,different_grid,none
3647,14,12,different_grid,none
3648,13,53,different_grid,none
3649,24,62,different_grid,none
3650,16,58,different_grid,none
3651,15,13,different_grid,none
3652,48,10,different_grid,none
3653,59,56,different_grid,none
3654,17,59,different_grid,none
3655,58,60,different_grid,none
3656,9,55,different_grid,none
3657,41,7,different_grid,none
3658,60,20,different_grid,none
3659,33,3,different_grid,none
3660,44,12,different_grid,none
3661,10,19,different_grid,none
3662,2,15,different_grid,none
3663,34,4,different_grid,none
3664,45,13,different_grid,none
3665,37,9,different_grid,none
3666,3,16,different_grid,none
3667,14,25,different_grid,none
3668,55,26,different_grid,none
3669,47,22,different_grid,none
3670,63,3,different_grid,none
3671,29,10,different_grid,none
3672,48,23,different_grid,none
3673,21,6,different_grid,none
3674,40,19,different_grid,none
3675,6,26,different_grid,none
3676,41,20,different_grid,none
3677,33,16,different_grid,none
3678,25,12,different_grid,none
3679,44,25,different_grid,none
3680,10,32,different_grid,none
3681,51,33,different_grid,none
3682,2,28,different_grid,none
3683,43,29,different_grid,none
3684,59,10,different_grid,none
3685,17,13,different_grid,none
3686,36,26,different_grid,none
3687,55,39,different_grid,none
3688,28,22,different_grid,none
3689,47,35,different_grid,none
3690,5,38,different_grid,none
3691,63,16,different_grid,none
3692,29,23,different_grid,none
3693,21,19,different_grid,none
3694,40,32,different_grid,none
3695,6,39,different_grid,none
3696,39,36,different_grid,none
3697,13,20,different_grid,none
3698,32,33,different_grid,none
3699,51,46,different_grid,none
3700,24,29,different_grid,none
3701,43,42,different_grid,none
3702,16,25,different_grid,none
3703,35,38,different_grid,none
3704,1,45,different_grid,none
3705,59,23,different_grid,none
3706,17,26,different_grid,none
3707,36,39,different_grid,none
3708,9,22,different_grid,none
3709,28,35,different_grid,none
3710,5,51,different_grid,none
3711,62,33,different_grid,none
3712,20,36,different_grid,none
3713,39,49,different_grid,none
3714,12,32,different_grid,none
3715,31,45,different_grid,none
3716,23,41,different_grid,none
3717,13,33,different_grid,none
3718,32,46,different_grid,none
3719,24,42,different_grid,none
3720,16,38,different_grid,none
3721,35,51,different_grid,none
3722,1,58,different_grid,none
3723,58,40,different_grid,none
3724,9,35,different_grid,none
3725,50,36,different_grid,none
3726,42,32,different_grid,none
3727,61,45,different_grid,none
3728,8,39,different_grid,none
3729,19,48,different_grid,none
3730,11,44,different_grid,none
3731,30,57,different_grid,none
3732,51,0,different_grid,none
3733,62,46,different_grid,none
3734,20,49,different_grid,none
3735,12,45,different_grid,none
3736,31,58,different_grid,none
3737,4,41,different_grid,none
3738,55,6,different_grid,none
3739,47,2,different_grid,none
3740,46,43,different_grid,none
3741,38,39,different_grid,none
3742,49,48,different_grid,none
3743,15,55,different_grid,none
3744,7,51,different_grid,none
3745,18,60,different_grid,none
3746,39,3,different_grid,none
3747,58,53,different_grid,none
3748,50,49,different_grid,none
3749,61,58,different_grid,none
3750,0,48,different_grid,none
3751,19,61,different_grid,none
3752,60,62,different_grid,none
3753,11,57,different_grid,none
3754,32,0,different_grid,none
3755,51,13,different_grid,none
3756,43,9,different_grid,none
3757,35,5,different_grid,none
3758,1,12,different_grid,none
3759,34,46,different_grid,none
3760,53,59,different_grid,none
3761,37,51,different_grid,none
3762,3,58,different_grid,none
3763,36,6,different_grid,none
3764,28,2,different_grid,none
3765,5,18,different_grid,none
3766,49,61,different_grid,none
3767,62,0,different_grid,none
3768,20,3,different_grid,none
3769,39,16,different_grid,none
3770,31,12,different_grid,none
3771,23,8,different_grid,none
3772,0,61,different_grid,none
3773,41,62,different_grid,none
3774,33,58,different_grid,none
3775,13,0,different_grid,none
3776,32,13,different_grid,none
3777,24,9,different_grid,none
3778,16,5,different_grid,none
3779,35,18,different_grid,none
3780,1,25,different_grid,none
3781,34,59,different_grid,none
3782,58,7,different_grid,none
3783,9,2,different_grid,none
3784,50,3,different_grid,none
3785,61,12,different_grid,none
3786,8,6,different_grid,none
3787,27,19,different_grid,none
3788,19,15,different_grid,none
3789,30,24,different_grid,none
3790,63,58,different_grid,none
3791,62,13,different_grid,none
3792,20,16,different_grid,none
3793,31,25,different_grid,none
3794,4,8,different_grid,none
3795,23,21,different_grid,none
3796,46,10,different_grid,none
3797,38,6,different_grid,none
3798,57,19,different_grid,none
3799,49,15,different_grid,none
3800,15,22,different_grid,none
3801,7,18,different_grid,none
3802,26,31,different_grid,none
3803,18,27,different_grid,none
3804,58,20,different_grid,none
3805,50,16,different_grid,none
3806,42,12,different_grid,none
3807,61,25,different_grid,none
3808,8,19,different_grid,none
3809,27,32,different_grid,none
3810,0,15,different_grid,none
3811,19,28,different_grid,none
3812,60,29,different_grid,none
3813,11,24,different_grid,none
3814,30,37,different_grid,none
3815,34,13,different_grid,none
3816,53,26,different_grid,none
3817,4,21,different_grid,none
3818,45,22,different_grid,none
3819,37,18,different_grid,none
3820,56,31,different_grid,none
3821,22,38,different_grid,none
3822,14,34,different_grid,none
3823,46,23,different_grid,none
3824,38,19,different_grid,none
3825,57,32,different_grid,none
3826,49,28,different_grid,none
3827,15,35,different_grid,none
3828,7,31,different_grid,none
3829,26,44,different_grid,none
3830,0,28,different_grid,none
3831,41,29,different_grid,none
3832,60,42,different_grid,none
3833,33,25,different_grid,none
3834,44,34,different_grid,none
3835,10,41,different_grid,none
3836,34,26,different_grid,none
3837,53,39,different_grid,none
3838,45,35,different_grid,none
3839,37,31,different_grid,none
3840,56,44,different_grid,none
3841,3,38,different_grid,none
3842,22,51,different_grid,none
3843,14,47,different_grid,none
3844,0,64,similar_grid_2,edit2
3845,1,65,similar_grid_2,edit2
3846,2,66,similar_grid_2,edit2
3847,3,67,similar_grid_2,edit2
3848,4,68,similar_grid_2,edit2
3849,5,69,similar_grid_2,edit2
3850,6,70,similar_grid_2,edit2
3851,7,71,similar_grid_2,edit2
3852,8,72,similar_grid_2,edit2
3853,9,73,similar_grid_2,edit2
3854,10,74,similar_grid_2,edit2
3855,11,75,similar_grid_2,edit2
3856,12,76,similar_grid_2,edit2
3857,13,77,similar_grid_2,edit2
3858,14,78,similar_grid_2,edit2
3859,15,79,similar_grid_2,edit2
3860,16,80,similar_grid_2,edit2
3861,17,81,similar_grid_2,edit2
3862,18,82,similar_grid_2,edit2
3863,19,83,similar_grid_2,edit2
3864,20,84,similar_grid_2,edit2
3865,21,85,similar_grid_2,edit2
3866,22,86,similar_grid_2,edit2
3867,23,87,similar_grid_2,edit2
3868,24,88,similar_grid_2,edit2
3869,25,89,similar_grid_2,edit2
3870,26,90,similar_grid_2,edit2
3871,27,91,similar_grid_2,edit2
3872,28,92,similar_grid_2,edit2
3873,29,93,similar_grid_2,edit2
3874,30,94,similar_grid_2,edit2
3875,31,95,similar_grid_2,edit2
3876,32,96,similar_grid_2,edit2
3877,33,97,similar_grid_2,edit2
3878,34,98,similar_grid_2,edit2
3879,35,99,similar_grid_2,edit2
3880,36,100,similar_grid_2,edit2
3881,37,101,similar_grid_2,edit2
3882,38,102,similar_grid_2,edit2
3883,39,103,similar_grid_2,edit2
3884,40,104,similar_grid_2,edit2
3885,41,105,similar_grid_2,edit2
3886,42,106,similar_grid_2,edit2
3887,43,107,similar_grid_2,edit2
3888,44,108,similar_grid_2,edit2
3889,45,109,similar_grid_2,edit2
3890,46,110,similar_grid_2,edit2
3891,47,111,similar_grid_2,edit2
3892,48,112,similar_grid_2,edit2
3893,49,113,similar_grid_2,edit2
3894,50,114,similar_grid_2,edit2
3895,51,115,similar_grid_2,edit2
3896,53,116,similar_grid_2,edit2
3897,55,117,similar_grid_2,edit2
3898,56,118,similar_grid_2,edit2
3899,57,119,similar_grid_2,edit2
3900,58,120,similar_grid_2,edit2
3901,59,121,similar_grid_2,edit2
3902,60,122,similar_grid_2,edit2
3903,61,123,similar_grid_2,edit2
3904,62,124,similar_grid_2,edit2
3905,63,125,similar_grid_2,edit2
